date,regime,comparator,n_seeds_per_mode,full_cost_USD,comparator_cost_USD,both_numerical_pass,total_cost_USD_delta_full_minus_comparator,energy_adjusted_cost_USD_delta_full_minus_comparator,operating_cost_USD_delta_full_minus_comparator,DR_cost_USD_delta_full_minus_comparator,wear_cost_USD_delta_full_minus_comparator,battery_wear_delta_full_minus_comparator,converter_wear_delta_full_minus_comparator,Tj_peak_C_delta_full_minus_comparator,Tj_RMSE_C_delta_full_minus_comparator,FEC_delta_full_minus_comparator,thermal_exceedance_hours_delta_full_minus_comparator,DR_shortfall_kWh_delta_full_minus_comparator,terminal_SOC_delta_full_minus_comparator,terminal_correction_USD_delta_full_minus_comparator,solver_p95_seconds_delta_full_minus_comparator,max_rainflow_gap_USD_delta_full_minus_comparator,sensing_saving_USD_per_day
2017-04-01,ordinary,full_mean,2,18.672873649368142,18.672873634255254,True,1.511288871824945e-08,1.511288871824945e-08,1.510673541815777e-08,0.0,6.1524119132627675e-12,1.3552527156068805e-20,2.0505005350867625e-16,0.0,0.45927173142686695,1.1102230246251565e-16,0.0,0.0,0.0,0.0,-0.004904212499241112,0.0,-1.511288871824945e-08
2017-05-01,ordinary,full_mean,2,66.9719681458686,66.97196748823062,True,6.576379831813028e-07,6.576379831813028e-07,2.6675074025206413e-06,0.0,-2.009869414454357e-06,0.0,-6.699564714040285e-11,-0.0002886656442342428,0.4541011266935814,0.0,0.0,0.0,0.0,0.0,-0.0058032749948324636,-1.1102230246251565e-16,-6.576379831813028e-07
2017-06-01,ordinary,full_mean,2,-7.629125675740595,-7.629125675740595,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46432677407932665,0.0,0.0,0.0,0.0,0.0,0.000817462510894984,0.0,0.0
2017-07-01,ordinary,full_mean,2,0.7103937651984796,0.7103937651984796,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46292588139836166,0.0,0.0,0.0,0.0,0.0,-0.0008105249980872031,0.0,0.0
2017-08-01,ordinary,full_mean,2,21.114966960339615,21.114436891901065,True,0.0005300684385503018,0.0005300684385503018,0.000546243621585063,0.0,-1.6175183033872997e-05,0.0,-5.391727677936678e-10,0.0,0.4588855264843999,0.0,0.0,0.0,0.0,0.0,-0.004352637501142453,0.0,-0.0005300684385503018
2017-09-01,ordinary,full_mean,2,28.757592492792536,28.757580012625127,True,1.2480167409734122e-05,1.2480167409734122e-05,8.673306261641756e-06,0.0,3.806861148980545e-06,0.0,1.268953716270778e-10,0.0,0.4644616693216031,0.0,0.0,0.0,0.0,0.0,0.009074287496332545,0.0,-1.2480167409734122e-05
2017-10-01,ordinary,full_mean,2,31.460095089320802,31.461210619758678,True,-0.0011155304378753783,-0.0011155304378753783,-0.0011158976613572236,0.0,3.6722347918072273e-07,4.385827638564432e-12,4.931069895934798e-12,2.3200986561278114e-05,0.4571297075773028,2.245376784504316e-08,0.0,0.0,0.0,0.0,0.00040852500023902394,3.2995855775430627e-06,0.0011155304378753783
2017-11-01,ordinary,full_mean,2,178.39676084161965,178.39676084161965,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532872942575995,0.0,0.0,0.0,0.0,0.0,0.000921112485229969,0.0,0.0
2017-12-01,ordinary,full_mean,2,265.75728435290023,265.75728435290023,True,0.0,0.0,0.0,0.0,0.0,0.0,-3.3087224502121107e-23,-7.105427357601002e-15,0.4530416378035257,0.0,0.0,0.0,0.0,0.0,1.9475010049063712e-05,0.0,0.0
2017-01-01,ordinary,rainflow,2,254.01732124888625,254.0211405166876,True,-0.0038192678013615478,-0.0038192678013615478,-0.0039528612059598345,0.0,0.00013359340460095126,-6.516533691239453e-11,4.561722381568168e-09,-0.7592684522409598,-0.06552995017434216,-4.367941508487405e-07,0.0,0.0,0.0,0.0,0.006079312493966427,-8.366763573341984e-05,0.0038192678013615478
2017-02-01,ordinary,rainflow,2,246.3489078952506,246.29736048116212,True,0.05154741408847485,0.05154741408847485,0.037779806657624704,0.0,0.013767607430852813,1.663649884066159e-07,1.8164526701736574e-07,9.594423087940662,-0.008564828544639025,0.0008528056102503623,0.0,0.0,0.0,0.0,-0.0025639999948907644,-3.288289551761636e-08,-0.05154741408847485
2017-03-01,ordinary,rainflow,2,161.1032998605255,161.11058555729718,True,-0.007285696771674566,-0.007285696771674566,-0.006309776425382552,0.0,-0.0009759203462724741,3.540372714747964e-09,-3.8431299400330596e-08,-0.3564596779786626,-0.05702212414995933,1.976265702197111e-05,0.0,0.0,0.0,0.0,0.00988000001598266,2.8427483946824594e-06,0.007285696771674566
2017-04-01,ordinary,rainflow,2,18.672873649368142,18.172119497149325,True,0.5007541522188177,0.5007541522188177,0.5161932827189748,0.0,-0.01543913050015977,-3.99345513674638e-07,1.509381727857142e-07,2.0278825284131443,0.23620370916722355,-0.02324565276510926,0.0,0.0,0.0,0.0,0.004431550001754658,2.3128640896402652e-05,-0.5007541522188177
2017-05-01,ordinary,rainflow,2,66.9719681458686,67.38491653657734,True,-0.4129483907087348,-0.4129483907087348,-0.3406210829597711,0.0,-0.07232730774895346,-1.3457994896959308e-06,-1.6791110880523078e-07,-0.616000695506699,0.049569307416945096,0.009502778905513432,0.0,0.0,0.0,0.0,0.013903249979193788,2.7192804629150302e-06,0.4129483907087348
2017-06-01,ordinary,rainflow,2,-7.629125675740595,-7.635335783992886,True,0.006210108252290958,0.006210108252290958,0.005676813995586727,0.0,0.000533294256704675,1.0648990586367447e-08,2.815757954356464e-11,-7.182268800676184e-05,0.3229030148257739,0.0001360954287424332,0.0,0.0,0.0,0.0,-0.012413099990226328,1.8580502696152745e-06,-0.006210108252290958
2017-07-01,ordinary,rainflow,2,0.7103937651984796,1.7269103288019172,True,-1.0165165636034375,-1.0165165636034375,-0.9251057696456713,0.0,-0.09141079395776619,-1.8194722913385833e-06,-1.4572646361234095e-08,-0.9063806442857683,0.21898907569501658,-0.018386825215950087,0.0,0.0,0.0,0.0,0.027556612509215483,-3.2820780467110455e-05,1.0165165636034375
2017-08-01,ordinary,rainflow,2,21.114966960339615,20.67008811694283,True,0.4448788433967863,0.4448788433967863,0.6596002477124472,0.0,-0.21472140431565823,-4.2060914594809325e-06,-1.472277113870524e-07,-3.643481460716231,0.1801799419853054,-0.0466188213071953,0.0,0.0,0.0,0.0,-0.004469912495551398,7.376897144584227e-06,-0.4448788433967863
2017-09-01,ordinary,rainflow,2,28.757592492792536,29.532011804618875,True,-0.7744193118263389,-0.7744193118263389,-0.7506052881488046,0.0,-0.02381402367753438,-7.557129512025801e-07,4.657207960864797e-07,10.045215854294256,0.22368281063932127,-0.01883146178545969,0.0,0.0,0.0,0.0,0.03864712500580936,-3.3723705352928235e-05,0.7744193118263389
2017-10-01,ordinary,rainflow,2,31.460095089320802,31.46431814938239,True,-0.004223060061587347,-0.004223060061587347,-0.003109247700084694,0.0,-0.0011138123615035411,-1.231961274774572e-08,-1.6594390803896267e-08,-0.2816930934009605,0.021188317854157868,0.00010866827595845674,0.0,0.0,0.0,0.0,0.008023449991014786,6.238541551017995e-06,0.004223060061587347
2017-11-01,ordinary,rainflow,2,178.39676084161965,175.18828456861337,True,3.2084762730062835,3.2084762730062835,3.3758718704820865,0.0,-0.16739559747578703,-3.3460537605569784e-06,-3.0969815979274943e-09,-0.7108196912513307,-0.11628737951927448,-0.07662202854687794,0.0,0.0,0.0,0.0,-0.04676533751262468,-4.7395619405032896e-05,-3.2084762730062835
2017-12-01,ordinary,rainflow,2,265.75728435290023,266.13378477471565,True,-0.37650042181542176,-0.37650042181542176,-0.1081013449565944,0.0,-0.2683990768588318,-5.365296341369345e-06,-4.4753263454604785e-09,-0.6822777976564751,0.06568538181643535,-0.03718428466834767,0.0,0.0,0.0,0.0,0.0070659375087416265,-8.379069425368257e-05,0.37650042181542176
