date,regime,mode,seed,main_cost_USD,new_cost_USD,cost_delta_new_minus_main_USD,absolute_cost_delta_USD,main_max_rainflow_gap_USD,new_max_rainflow_gap_USD,main_max_iterations,new_max_iterations,main_numerical_gate,new_numerical_gate,max_abs_action_difference_kW,max_abs_executed_mean_difference_kW,changed_action_intervals_above_1e_9,max_abs_physical_Tj_difference_C,max_abs_SOC_difference,max_abs_estimated_Tj_difference_C,max_abs_estimated_Ts_difference_C,original_metrics_sha256,new_metrics_sha256
2017-07-01,heatwave_dr,full,41,0.7139744451397145,0.7163833668261814,0.0024089216864668916,0.0024089216864668916,9.12928988810735e-05,6.153030481237387e-07,27,36,PASS,PASS,0.5968570157196471,0.5968570157196462,5,0.1271750664833533,0.0007311523565411981,0.12716633930986632,0.08081745830184417,651e1f8a42894ed9385eb950479a4a91f0b36562713f50141723129aafcbc72d,540b0f2b7a940b3336a2686c54cc5d5c8757d8faab907dca5da4fd7ffd9ba7b9
2017-07-01,heatwave_dr,full_mean,41,0.7140029603890532,0.7163833636476522,0.0023804032585990065,0.0023804032585990065,9.030797345929709e-05,6.153012467313701e-07,27,36,PASS,PASS,0.5897382048351598,0.5897382048351596,5,0.12566414129826597,0.0007224317829397364,0.12564808722282805,0.07985620102372337,aa429b759d188d67c73d8259e737811aef2bf38137c4d63478641d0af739e3b0,946e2257c5a37252211e4e19784746c91865abb4c0f618152e8b7e6af3ca2b26
2017-07-01,heatwave_dr,scalar,41,0.7021219790823134,0.702689498662338,0.0005675195800245447,0.0005675195800245447,6.387069549720903e-05,5.387047543187196e-07,32,36,PASS,PASS,0.1421985511645143,0.14219855116451452,5,0.029391435974702063,0.00017419382376271386,0.03023616885161573,0.018635975967356444,a4018f339a18f23be9ffc32ebf61f031d79b4c1c1411402b1531db52b2e0b794,660782a13790b39d9c68e397e3b23798ca1c74e0190a51061caaabc59af6e559
2017-07-01,heatwave_dr,waveform,41,0.714002952020679,0.7162917106446032,0.002288758623924192,0.002288758623924192,9.030823171835012e-05,5.389129168337226e-07,27,36,PASS,PASS,0.5671566333682978,0.5671566333682965,5,0.1207947200062307,0.0006947692696379626,0.12077768041179837,0.07675028035999532,f9b1243790680d989dda79e9271ebccb9577ba44834342844a1880ab773e07be,0336ef9c9f9a145de9f95935b026a10a3dc6c18e631489c33e68891e005e638e
2017-07-01,ordinary,full,41,0.7098677447613992,0.7103465367583375,0.0004787919969382326,0.0004787919969382326,5.159933360629476e-05,5.389129167227003e-07,27,38,PASS,PASS,0.11336301715649988,0.11336301715650166,4,0.027392385365182292,0.00013886969601673016,0.027366259518601055,0.01867662381602031,1cfdfa750f654efd9767f69b50d37da7d01ebbfd1325a58a89528f3eec93b9c1,40a1179ca97308b4df0ac3f107d7c4b16022d871c38f0b1b00324fbf5f2d371e
2017-07-01,ordinary,full_mean,41,0.7098677447613992,0.7103465367583375,0.0004787919969382326,0.0004787919969382326,5.159933360629476e-05,5.389129167227003e-07,27,38,PASS,PASS,0.11336301715649988,0.11336301715650166,4,0.027392385365182292,0.00013886969601673016,0.027343752044025393,0.018680213678493374,ae003023fc16fc656b0f3fa2b89094b1ef41056905d14e809cbd34cc195decd8,56b1c3b9dbfceb9726b574255b4bebb6d2eb368473c01f2cfbd5e3d32eae7da8
2017-07-01,ordinary,scalar,41,0.6961580150607605,0.6967473379676303,0.0005893229068698602,0.0005893229068698602,4.8800330639087175e-05,8.44087833143381e-07,32,35,PASS,PASS,0.1421990398062114,0.14219903980620607,4,0.03347159506512298,0.00017419382376260284,0.03396103296695685,0.022895303311948112,3229adbfedd7eedfa6bd682d2d9a032a1bdfdf5ad503f35af3c0809072e7100a,0d50f9e5f5ac2f071da23edad1656d1444e1e3ed31441f3b8efd7b65315b0a10
2017-07-01,ordinary,waveform,41,0.7098677447613992,0.7103465367583375,0.0004787919969382326,0.0004787919969382326,5.159933360629476e-05,5.389129167227003e-07,27,38,PASS,PASS,0.11336301715649988,0.11336301715650166,4,0.027392385365182292,0.00013886969601673016,0.027338664369764842,0.018667264489238278,1342ee8746d4ee9b23ebf3c9821c2fe375846793cd4a71c43ba8085892993816,115d5116bad6a3924c64b99b84388998959e5d68d0da586906d012dec59dedc6
2017-10-01,heatwave_dr,full,41,31.46455347143873,31.470299978385192,0.005746506946461949,0.005746506946461949,8.828501320756743e-05,3.605027727449084e-07,10,12,PASS,PASS,1.6745399164405192,1.6745399164405192,6,0.4454330093971137,0.002051311397639699,0.4448704834780912,0.2837887808802222,65e519698a7ebf56c8cdd121afa5722c6d128a5be5e572babc5ee51a986041c2,6a1c9911de30be4eb83fc622b2fbb9d78c425b2f34536c0682225955a5dc7c80
2017-10-01,heatwave_dr,full_mean,41,31.46455619287213,31.47030251568494,0.005746322812807847,0.005746322812807847,8.827984065762351e-05,3.605027727449084e-07,10,12,PASS,PASS,1.674491062537843,1.6744910625378466,6,0.44541748988813623,0.0020512515516089014,0.44437051239204095,0.28385617004669683,b0e7b9af390593c63144d77a72ecc8e6c02db7ef555cfc1cc8dc8a2bc677ba3a,712b500b60bb43ad2f0cb38f2844cd1bd052f4ec1376aee0b2098ebe63f55f3e
2017-10-01,heatwave_dr,scalar,41,31.463792532121417,31.468499801124505,0.004707269003088044,0.004707269003088044,9.187151529399529e-05,8.136638942612962e-07,12,16,PASS,PASS,1.791450528513785,1.791450528513784,6,0.7080548526008741,0.002284915503824869,0.697198327364255,0.44965284990796306,806ecde79fe75534c1f7b161132d52cacb436bfb30fa51550e7257e5ff2cc606,ae2daf08d1fb2ef2ef3b8472603773d19c08bf1598ce6251f279db4da33bcb91
2017-10-01,heatwave_dr,waveform,41,31.46453508881176,31.470282839654338,0.005747750842576949,0.005747750842576949,8.831996001967823e-05,3.605027727449084e-07,10,12,PASS,PASS,1.6748699442924746,1.674869944292464,6,0.4455378538999426,0.002051715681758326,0.44438122962024806,0.2836540841683757,64711460992171552b3b7b56b74fa1c107a1312d236f41a1ee9371d0fdc4b957,4b21ac290666f9417542d8f72ed7514252cb2cb5b53b97777e223bfd7390d306
2017-10-01,ordinary,full,41,31.46307346480368,31.46869131125462,0.005617846450938657,0.005617846450938657,8.471563051415387e-05,3.605027727449084e-07,10,16,PASS,PASS,1.6404775731399113,1.6404775731399148,6,0.4346482066612971,0.002009585027096472,0.43410204814767894,0.276917426993748,ff5a09be972115ce3febe7b318e002095491e179ae75e37178bdb13dbffbd674,7775a8ecf5afc1690ed99fa54f68299e39612d21595eb5d6bf4bc5d091a21102
2017-10-01,ordinary,full_mean,41,31.463076035102425,31.468693697468254,0.005617662365828835,0.005617662365828835,8.471056670078525e-05,3.605027727449084e-07,10,16,PASS,PASS,1.6404287408224185,1.6404287408224327,6,0.43463279694238466,0.002009525207507523,0.43361628329765267,0.27698263759504727,ce447cf8be04d93522d6783a834139b1f3751371f61e3d812a4d1b35e527a747,d14fa82ba503d983a91b7c12b8a996b00388adb9139f402384589540313bb198
2017-10-01,ordinary,scalar,41,31.462310676984004,31.46694721136551,0.004636534381507573,0.004636534381507573,9.187151529399529e-05,8.136638942612962e-07,12,16,PASS,PASS,1.7914505285137698,1.7914505285137698,6,0.7080548526008741,0.002284915503824869,0.6971983273642479,0.44965284990796306,068d3e0ff0fc60fbb374c388e71b5fe3070b99a1e716f789169ea557eea0f35f,1b853db1a3a872f97fc6452d49708946bbaaf93fbc6518f89d4053ad7f64ee20
2017-10-01,ordinary,waveform,41,31.463056102885403,31.468618019291775,0.005561916406371381,0.005561916406371381,8.474984277473396e-05,8.102636590567869e-07,12,16,PASS,PASS,1.64080745607734,1.64080745607734,6,0.4347523097229562,0.0020099891336947673,0.433629333576917,0.2767881196670068,8b3e2bf2ee1d364181c5cdf45e2d79a14033f6320a0949d69c3b875bcb8030b8,08b38222beb52246ec6ac4160eeab5bf76fd1c724fc30cee7312da3d6e2b9e71
