date,mode,regime,seed,overrides,operating_cost_USD,DR_cost_USD,battery_wear,converter_wear,wear_cost_USD,terminal_correction_USD,total_cost_USD,energy_adjusted_cost_USD,terminal_SOC,terminal_SOC_error,trip,thermal_exceedance_hours,DR_shortfall_kWh,Tj_RMSE_C,Tj_peak_C,FEC,solver_p95_seconds,max_rainflow_gap_USD,solver_status_counts,numerical_gate,terminal_service_met,elapsed_seconds,cooling,solver_fallback_intervals,cut_limit_intervals,latched_trip_intervals
2017-04-01,economic,heatwave_dr,41,{'cooling': 1.4},16.916990599966176,0.0,5.697731858514214e-05,3.6678749811322314e-06,2.958902178691074,0.0,19.87589277865725,19.87589277865725,0.5,0.0,0,0.0,0.0,2.0954183619673077,88.75054784401539,0.7034142013642575,0.009362975019030273,0.0,{'optimal': 96},PASS,True,0.8123018000042066,1.4,0,0,0
2017-04-01,full,heatwave_dr,41,{'cooling': 1.4},15.972805771460285,0.0,5.333362172601925e-05,2.202463157357885e-06,2.732754981021699,0.0,18.705560752481983,18.705560752481983,0.5,0.0,0,0.0,0.0,0.9193439254590181,88.11856140653158,0.6791696820651977,0.07455952500458807,9.377329290760628e-05,{'optimal': 96},PASS,True,2.5899471000011545,1.4,0,0,0
2017-04-01,full_mean,heatwave_dr,41,{'cooling': 1.4},15.973020839730818,0.0,5.333275268028875e-05,2.2023093103943114e-06,2.732706913326267,0.0,18.705727753057086,18.705727753057086,0.5,0.0,0,0.0,0.0,1.4327843901103514,88.11792316747764,0.6791696820651977,0.06231307501002448,9.378476530930158e-05,{'optimal': 96},PASS,True,2.5362862999900244,1.4,0,0,0
2017-04-01,rainflow,heatwave_dr,41,{'cooling': 1.4},15.47321819860256,0.0,5.3667119206519655e-05,1.5136517794262675e-06,2.7287655137087707,0.0,18.201983712311332,18.201983712311332,0.5,0.0,0,0.0,0.0,1.9824837467634178,84.79205588468959,0.7024052393963852,0.061689775000559166,7.376570861400422e-05,{'optimal': 96},PASS,True,2.3098266000160947,1.4,0,0,0
2017-04-01,scalar,heatwave_dr,41,{'cooling': 1.4},15.925799104314901,0.0,5.349159823572403e-05,2.2390026849932097e-06,2.7417499923359974,0.0,18.667549096650898,18.667549096650898,0.5,0.0,0,0.0,0.0,2.0448211198267647,88.25907517128793,0.6790141578392319,0.06560065001394833,9.810609139276893e-05,{'optimal': 96},PASS,True,2.6388039000157733,1.4,0,0,0
2017-04-01,waveform,heatwave_dr,41,{'cooling': 1.4},15.973055441947812,0.0,5.3332610930887656e-05,2.202284207708308e-06,2.732699072775632,0.0,18.705754514723445,18.705754514723445,0.5,0.0,0,0.0,0.0,1.9120674671801767,88.11781907076848,0.6791696820651976,0.06398839999019401,9.37866366181872e-05,{'optimal': 96},PASS,True,2.533254999987548,1.4,0,0,0
2017-07-01,economic,heatwave_dr,41,{'cooling': 1.4},0.17680225431948626,0.0,3.1180583387428545e-05,1.503244766292675e-07,1.5635389036703053,0.0,1.7403411579897916,1.7403411579897916,0.5,0.0,0,0.0,0.0,1.5120436538189788,73.6974106480058,0.419575132022816,0.008956224999565165,0.0,{'optimal': 96},PASS,True,0.6257174999918789,1.4,0,0,0
2017-07-01,full,heatwave_dr,41,{'cooling': 1.4},-0.754354658339679,0.0,2.928342698079281e-05,1.692817387051682e-07,1.4692498012007955,0.0,0.7148951428611166,0.7148951428611166,0.5,0.0,0,0.0,0.0,0.77652711559671,74.85346970904688,0.3963258055027728,0.08778627500578295,9.130387946906793e-05,{'optimal': 96},PASS,True,2.65387079998618,1.4,0,0,0
2017-07-01,full_mean,heatwave_dr,41,{'cooling': 1.4},-0.7543740378821981,0.0,2.928342685598013e-05,1.6927365775674465e-07,1.4692495525317086,0.0,0.7148755146495105,0.7148755146495105,0.5,0.0,0,0.0,0.0,1.04043649794247,74.85346967348653,0.39632579703118026,0.07400177500676364,9.130455516695446e-05,{'optimal': 96},PASS,True,2.6380634999950416,1.4,0,0,0
2017-07-01,rainflow,heatwave_dr,41,{'cooling': 1.4},0.1692011467437804,0.0,3.111239027737335e-05,1.7121172388364122e-07,1.5607558655851768,0.0,1.7299570123289572,1.7299570123289572,0.5,0.0,0,0.0,0.0,1.52725489445801,74.42149372212275,0.4152831466705703,0.06217557500349358,8.442808477324149e-05,{'optimal': 96},PASS,True,1.7784482999995816,1.4,0,0,0
2017-07-01,scalar,heatwave_dr,41,{'cooling': 1.4},-0.7632400246290139,0.0,2.9259100957465016e-05,1.6974039407776624e-07,1.4680472596955836,0.0,0.7048072350665697,0.7048072350665697,0.5,0.0,0,0.0,0.0,1.4962339533441873,74.84727927965804,0.3957225562189041,0.08544672499556327,6.389106456716753e-05,{'optimal': 96},PASS,True,2.4303477999928873,1.4,0,0,0
2017-07-01,waveform,heatwave_dr,41,{'cooling': 1.4},-0.7543050369769531,0.0,2.928342717772036e-05,1.6930257817186743e-07,1.469250436231174,0.0,0.714945399254221,0.714945399254221,0.5,0.0,0,0.0,0.0,1.4094571526808735,74.85346967639974,0.39632581886911605,0.07901689998834627,9.130281336933166e-05,{'optimal': 96},PASS,True,2.4173850000079256,1.4,0,0,0
2017-10-01,economic,heatwave_dr,41,{'cooling': 1.4},27.886063374154993,0.0,6.312489908359001e-05,5.003478646547276e-06,3.3063493135759185,0.0,31.19241268773091,31.19241268773091,0.5,0.0,0,0.0,0.0,2.2962393648558903,93.5703098493077,0.7162948435697123,0.009155449988611508,0.0,{'optimal': 96},PASS,True,0.6501532999973278,1.4,0,0,0
